status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,TIMESTAMP,vehicleCount,_id,REPORT_ID
OK,76,22,1017,76,2014-02-13T11:30:00,0,190349,206237
OK,57,29,1017,57,2014-02-13T11:35:00,1,190798,206237
OK,57,29,1017,57,2014-02-13T11:40:00,1,191247,206237
OK,57,29,1017,57,2014-02-13T11:45:00,0,191696,206237
OK,57,29,1017,57,2014-02-13T11:50:00,0,192145,206237
OK,57,29,1017,57,2014-02-13T11:55:00,0,192594,206237
OK,57,29,1017,57,2014-02-13T12:00:00,0,193043,206237
OK,57,29,1017,57,2014-02-13T12:05:00,0,193492,206237
OK,57,29,1017,57,2014-02-13T12:10:00,0,193941,206237
OK,70,23,1017,70,2014-02-13T12:15:00,1,194390,206237
OK,70,23,1017,70,2014-02-13T12:20:00,0,194839,206237
OK,70,23,1017,70,2014-02-13T12:25:00,0,195288,206237
OK,70,23,1017,70,2014-02-13T12:30:00,0,195737,206237
OK,64,26,1017,64,2014-02-13T12:35:00,1,196186,206237
OK,64,26,1017,64,2014-02-13T12:40:00,0,196635,206237
OK,64,26,1017,64,2014-02-13T12:45:00,0,197084,206237
OK,64,26,1017,64,2014-02-13T12:50:00,0,197533,206237
OK,64,26,1017,64,2014-02-13T12:55:00,0,197982,206237
OK,39,43,1017,39,2014-02-13T13:00:00,1,198431,206237
OK,39,43,1017,39,2014-02-13T13:05:00,1,198880,206237
OK,39,43,1017,39,2014-02-13T13:10:00,0,199329,206237
OK,39,43,1017,39,2014-02-13T13:15:00,0,199778,206237
OK,39,43,1017,39,2014-02-13T13:20:00,0,200227,206237
OK,39,43,1017,39,2014-02-13T13:25:00,0,200676,206237
OK,39,43,1017,39,2014-02-13T13:30:00,0,201125,206237
OK,39,43,1017,39,2014-02-13T13:35:00,0,201574,206237
OK,47,35,1017,47,2014-02-13T13:40:00,1,202023,206237
OK,47,35,1017,47,2014-02-13T13:45:00,1,202472,206237
OK,47,35,1017,47,2014-02-13T13:50:00,0,202921,206237
OK,47,35,1017,47,2014-02-13T13:55:00,0,203370,206237
OK,47,35,1017,47,2014-02-13T14:00:00,0,203819,206237
OK,47,35,1017,47,2014-02-13T14:05:00,0,204268,206237
OK,47,35,1017,47,2014-02-13T14:10:00,0,204717,206237
OK,47,35,1017,47,2014-02-13T14:15:00,0,205166,206237
OK,47,35,1017,47,2014-02-13T14:20:00,0,205615,206237
OK,47,35,1017,47,2014-02-13T14:25:00,0,206064,206237
OK,66,25,1017,66,2014-02-13T14:30:00,1,206513,206237
OK,66,25,1017,66,2014-02-13T14:35:00,0,206962,206237
OK,66,25,1017,66,2014-02-13T14:40:00,0,207411,206237
OK,66,25,1017,66,2014-02-13T14:45:00,0,207860,206237
OK,66,25,1017,66,2014-02-13T14:50:00,0,208309,206237
OK,66,25,1017,66,2014-02-13T14:55:00,0,208758,206237
OK,66,25,1017,66,2014-02-13T15:00:00,0,209207,206237
OK,66,25,1017,66,2014-02-13T15:05:00,0,209656,206237
OK,66,25,1017,66,2014-02-13T15:10:00,0,210105,206237
OK,66,25,1017,66,2014-02-13T15:15:00,0,210554,206237
OK,66,25,1017,66,2014-02-13T15:20:00,0,211003,206237
OK,66,25,1017,66,2014-02-13T15:25:00,0,211452,206237
OK,66,25,1017,66,2014-02-13T15:30:00,0,211901,206237
OK,66,25,1017,66,2014-02-13T15:35:00,0,212350,206237
OK,34,49,1017,34,2014-02-13T15:40:00,1,212799,206237
OK,35,47,1017,35,2014-02-13T15:45:00,2,213248,206237
OK,37,45,1017,37,2014-02-13T15:50:00,0,213697,206237
OK,37,45,1017,37,2014-02-13T15:55:00,0,214146,206237
OK,37,45,1017,37,2014-02-13T16:00:00,0,214595,206237
OK,37,45,1017,37,2014-02-13T16:05:00,0,215044,206237
OK,37,45,1017,37,2014-02-13T16:10:00,0,215493,206237
OK,37,45,1017,37,2014-02-13T16:15:00,0,215942,206237
OK,37,45,1017,37,2014-02-13T16:20:00,0,216391,206237
OK,37,45,1017,37,2014-02-13T16:25:00,0,216840,206237
OK,37,45,1017,37,2014-02-13T16:30:00,0,217289,206237
OK,37,45,1017,37,2014-02-13T16:35:00,0,217738,206237
OK,37,45,1017,37,2014-02-13T16:40:00,0,218187,206237
OK,37,45,1017,37,2014-02-13T16:45:00,0,218636,206237
OK,37,45,1017,37,2014-02-13T16:50:00,0,219085,206237
OK,37,45,1017,37,2014-02-13T16:55:00,0,219534,206237
OK,37,45,1017,37,2014-02-13T17:00:00,0,219983,206237
OK,37,45,1017,37,2014-02-13T17:05:00,0,220432,206237
OK,37,45,1017,37,2014-02-13T17:10:00,0,220881,206237
OK,37,45,1017,37,2014-02-13T17:15:00,0,221330,206237
OK,37,45,1017,37,2014-02-13T17:20:00,0,221779,206237
OK,37,45,1017,37,2014-02-13T17:25:00,0,222228,206237
OK,44,38,1017,44,2014-02-13T17:30:00,2,222677,206237
OK,44,38,1017,44,2014-02-13T17:35:00,2,223126,206237
OK,44,38,1017,44,2014-02-13T17:40:00,0,223575,206237
OK,44,38,1017,44,2014-02-13T17:45:00,0,224024,206237
OK,44,38,1017,44,2014-02-13T17:50:00,0,224473,206237
OK,44,38,1017,44,2014-02-13T17:55:00,0,224922,206237
OK,44,38,1017,44,2014-02-13T18:00:00,0,225371,206237
OK,44,38,1017,44,2014-02-13T18:05:00,0,225820,206237
OK,44,38,1017,44,2014-02-13T18:10:00,0,226269,206237
OK,44,38,1017,44,2014-02-13T18:15:00,0,226718,206237
OK,44,38,1017,44,2014-02-13T18:20:00,0,227167,206237
OK,44,38,1017,44,2014-02-13T18:25:00,0,227616,206237
OK,44,38,1017,44,2014-02-13T18:30:00,0,228065,206237
OK,44,38,1017,44,2014-02-13T18:35:00,0,228514,206237
OK,44,38,1017,44,2014-02-13T18:40:00,0,228963,206237
OK,44,38,1017,44,2014-02-13T18:45:00,0,229412,206237
OK,44,38,1017,44,2014-02-13T18:50:00,0,229861,206237
OK,44,38,1017,44,2014-02-13T18:55:00,0,230310,206237
OK,44,38,1017,44,2014-02-13T19:00:00,0,230759,206237
OK,44,38,1017,44,2014-02-13T19:05:00,0,231208,206237
OK,44,38,1017,44,2014-02-13T19:10:00,0,231657,206237
OK,44,38,1017,44,2014-02-13T19:15:00,0,232106,206237
OK,44,38,1017,44,2014-02-13T19:20:00,0,232555,206237
OK,44,38,1017,44,2014-02-13T19:25:00,0,233004,206237
OK,44,38,1017,44,2014-02-13T19:30:00,0,233453,206237
OK,44,38,1017,44,2014-02-13T19:35:00,0,233902,206237
OK,44,38,1017,44,2014-02-13T19:40:00,0,234351,206237
OK,44,38,1017,44,2014-02-13T19:45:00,0,234800,206237
OK,63,26,1017,63,2014-02-13T19:50:00,1,235249,206237
OK,63,26,1017,63,2014-02-13T19:55:00,0,235698,206237
OK,63,26,1017,63,2014-02-13T20:00:00,0,236147,206237
OK,63,26,1017,63,2014-02-13T20:05:00,0,236596,206237
OK,63,26,1017,63,2014-02-13T20:10:00,0,237045,206237
OK,63,26,1017,63,2014-02-13T20:15:00,0,237494,206237
OK,63,26,1017,63,2014-02-13T20:20:00,0,237943,206237
OK,63,26,1017,63,2014-02-13T20:25:00,0,238392,206237
OK,63,26,1017,63,2014-02-13T20:30:00,0,238841,206237
OK,63,26,1017,63,2014-02-13T20:35:00,0,239290,206237
OK,63,26,1017,63,2014-02-13T20:40:00,0,239739,206237
OK,63,26,1017,63,2014-02-13T20:45:00,0,240188,206237
OK,63,26,1017,63,2014-02-13T20:50:00,0,240637,206237
OK,63,26,1017,63,2014-02-13T20:55:00,0,241086,206237
OK,63,26,1017,63,2014-02-13T22:35:00,0,249279,206237
OK,63,26,1017,63,2014-02-13T23:05:00,0,251742,206237
OK,63,26,1017,63,2014-02-14T01:00:00,0,260173,206237
OK,63,26,1017,63,2014-02-14T01:05:00,0,260622,206237
OK,63,26,1017,63,2014-02-14T01:15:00,0,261520,206237
OK,63,26,1017,63,2014-02-14T01:20:00,0,261969,206237
OK,63,26,1017,63,2014-02-14T01:25:00,0,262418,206237
OK,63,26,1017,63,2014-02-14T01:30:00,0,262867,206237
OK,63,26,1017,63,2014-02-14T01:35:00,0,263316,206237
OK,63,26,1017,63,2014-02-14T01:40:00,0,263765,206237
OK,63,26,1017,63,2014-02-14T01:45:00,0,264214,206237
OK,63,26,1017,63,2014-02-14T01:50:00,0,264663,206237
OK,63,26,1017,63,2014-02-14T01:55:00,0,265112,206237
OK,63,26,1017,63,2014-02-14T02:00:00,0,265561,206237
OK,63,26,1017,63,2014-02-14T02:05:00,0,266010,206237
OK,63,26,1017,63,2014-02-14T02:10:00,0,266459,206237
OK,63,26,1017,63,2014-02-14T02:15:00,0,266908,206237
OK,63,26,1017,63,2014-02-14T02:20:00,0,267357,206237
OK,63,26,1017,63,2014-02-14T02:25:00,0,267806,206237
OK,63,26,1017,63,2014-02-14T02:30:00,0,268255,206237
OK,63,26,1017,63,2014-02-14T02:35:00,0,268704,206237
OK,63,26,1017,63,2014-02-14T02:40:00,0,269153,206237
OK,63,26,1017,63,2014-02-14T02:45:00,0,269602,206237
OK,63,26,1017,63,2014-02-14T02:50:00,0,270051,206237
OK,63,26,1017,63,2014-02-14T02:55:00,0,270500,206237
OK,63,26,1017,63,2014-02-14T03:00:00,0,270949,206237
OK,63,26,1017,63,2014-02-14T03:05:00,0,271398,206237
