status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,TIMESTAMP,vehicleCount,_id,REPORT_ID
OK,54,33,935,54,2014-02-13T11:30:00,1,190267,185025
OK,78,23,935,78,2014-02-13T11:35:00,1,190716,185025
OK,62,29,935,62,2014-02-13T11:40:00,4,191165,185025
OK,47,38,935,47,2014-02-13T11:45:00,3,191614,185025
OK,47,38,935,47,2014-02-13T11:50:00,0,192063,185025
OK,55,33,935,55,2014-02-13T11:55:00,1,192512,185025
OK,55,33,935,55,2014-02-13T12:00:00,1,192961,185025
OK,55,33,935,55,2014-02-13T12:05:00,0,193410,185025
OK,67,27,935,67,2014-02-13T12:10:00,1,193859,185025
OK,67,27,935,67,2014-02-13T12:15:00,1,194308,185025
OK,67,27,935,67,2014-02-13T12:20:00,0,194757,185025
OK,67,27,935,67,2014-02-13T12:25:00,0,195206,185025
OK,82,22,935,82,2014-02-13T12:30:00,2,195655,185025
OK,82,22,935,82,2014-02-13T12:35:00,3,196104,185025
OK,57,32,935,57,2014-02-13T12:40:00,1,196553,185025
OK,57,32,935,57,2014-02-13T12:45:00,0,197002,185025
OK,57,32,935,57,2014-02-13T12:50:00,0,197451,185025
OK,57,32,935,57,2014-02-13T12:55:00,0,197900,185025
OK,57,32,935,57,2014-02-13T13:00:00,0,198349,185025
OK,57,32,935,57,2014-02-13T13:05:00,0,198798,185025
OK,57,32,935,57,2014-02-13T13:10:00,0,199247,185025
OK,41,44,935,41,2014-02-13T13:15:00,2,199696,185025
OK,43,42,935,43,2014-02-13T13:20:00,3,200145,185025
OK,46,39,935,46,2014-02-13T13:25:00,2,200594,185025
OK,49,37,935,49,2014-02-13T13:30:00,1,201043,185025
OK,60,30,935,60,2014-02-13T13:35:00,2,201492,185025
OK,72,25,935,72,2014-02-13T13:40:00,3,201941,185025
OK,72,25,935,72,2014-02-13T13:45:00,3,202390,185025
OK,47,38,935,47,2014-02-13T13:50:00,1,202839,185025
OK,47,38,935,47,2014-02-13T13:55:00,0,203288,185025
OK,72,25,935,72,2014-02-13T14:00:00,1,203737,185025
OK,52,35,935,52,2014-02-13T14:05:00,4,204186,185025
OK,51,35,935,51,2014-02-13T14:10:00,3,204635,185025
