status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,TIMESTAMP,vehicleCount,_id,REPORT_ID
OK,97,69,633,97,2014-02-13T11:30:00,0,189965,194960
OK,117,57,633,117,2014-02-13T11:35:00,2,190414,194960
OK,117,57,633,117,2014-02-13T11:40:00,2,190863,194960
OK,138,48,633,138,2014-02-13T11:45:00,1,191312,194960
OK,113,59,633,113,2014-02-13T11:50:00,4,191761,194960
OK,128,52,633,128,2014-02-13T11:55:00,5,192210,194960
OK,160,42,633,160,2014-02-13T12:00:00,3,192659,194960
OK,105,64,633,105,2014-02-13T12:05:00,2,193108,194960
OK,131,51,633,131,2014-02-13T12:10:00,3,193557,194960
OK,145,46,633,145,2014-02-13T12:15:00,2,194006,194960
OK,126,53,633,126,2014-02-13T12:20:00,6,194455,194960
OK,114,58,633,114,2014-02-13T12:25:00,14,194904,194960
OK,114,58,633,114,2014-02-13T12:30:00,9,195353,194960
OK,128,52,633,128,2014-02-13T12:35:00,2,195802,194960
OK,118,56,633,118,2014-02-13T12:40:00,4,196251,194960
OK,126,53,633,126,2014-02-13T12:45:00,6,196700,194960
OK,130,51,633,130,2014-02-13T12:50:00,6,197149,194960
OK,103,65,633,103,2014-02-13T12:55:00,4,197598,194960
OK,125,53,633,125,2014-02-13T13:00:00,2,198047,194960
OK,118,56,633,118,2014-02-13T13:05:00,1,198496,194960
OK,148,45,633,148,2014-02-13T13:10:00,3,198945,194960
OK,130,51,633,130,2014-02-13T13:15:00,7,199394,194960
OK,127,52,633,127,2014-02-13T13:20:00,4,199843,194960
OK,124,54,633,124,2014-02-13T13:25:00,3,200292,194960
OK,123,54,633,123,2014-02-13T13:30:00,0,200741,194960
OK,121,55,633,121,2014-02-13T13:35:00,1,201190,194960
OK,104,64,633,104,2014-02-13T13:40:00,5,201639,194960
OK,120,56,633,120,2014-02-13T13:45:00,7,202088,194960
OK,111,60,633,111,2014-02-13T13:50:00,2,202537,194960
OK,119,56,633,119,2014-02-13T13:55:00,2,202986,194960
OK,146,46,633,146,2014-02-13T14:00:00,2,203435,194960
OK,148,45,633,148,2014-02-13T14:05:00,5,203884,194960
OK,148,45,633,148,2014-02-13T14:10:00,3,204333,194960
OK,143,47,633,143,2014-02-13T14:15:00,1,204782,194960
OK,128,52,633,128,2014-02-13T14:20:00,2,205231,194960
OK,114,58,633,114,2014-02-13T14:25:00,1,205680,194960
OK,135,49,633,135,2014-02-13T14:30:00,4,206129,194960
OK,132,50,633,132,2014-02-13T14:35:00,5,206578,194960
OK,119,56,633,119,2014-02-13T14:40:00,0,207027,194960
OK,125,53,633,125,2014-02-13T14:45:00,2,207476,194960
OK,126,53,633,126,2014-02-13T14:50:00,3,207925,194960
OK,168,40,633,168,2014-02-13T14:55:00,3,208374,194960
OK,123,54,633,123,2014-02-13T15:00:00,4,208823,194960
OK,123,54,633,123,2014-02-13T15:05:00,2,209272,194960
OK,137,49,633,137,2014-02-13T15:10:00,2,209721,194960
OK,130,51,633,130,2014-02-13T15:15:00,3,210170,194960
OK,113,59,633,113,2014-02-13T15:20:00,2,210619,194960
OK,125,53,633,125,2014-02-13T15:25:00,3,211068,194960
OK,125,53,633,125,2014-02-13T15:30:00,3,211517,194960
OK,147,45,633,147,2014-02-13T15:35:00,2,211966,194960
OK,186,36,633,186,2014-02-13T15:40:00,1,212415,194960
OK,119,56,633,119,2014-02-13T15:45:00,1,212864,194960
OK,119,56,633,119,2014-02-13T15:50:00,1,213313,194960
OK,119,56,633,119,2014-02-13T15:55:00,0,213762,194960
OK,119,56,633,119,2014-02-13T16:00:00,0,214211,194960
OK,133,50,633,133,2014-02-13T16:05:00,1,214660,194960
OK,158,42,633,158,2014-02-13T16:10:00,2,215109,194960
OK,135,49,633,135,2014-02-13T16:15:00,3,215558,194960
OK,133,50,633,133,2014-02-13T16:20:00,4,216007,194960
OK,127,52,633,127,2014-02-13T16:25:00,3,216456,194960
OK,127,52,633,127,2014-02-13T16:30:00,1,216905,194960
OK,127,52,633,127,2014-02-13T16:35:00,0,217354,194960
OK,127,52,633,127,2014-02-13T16:40:00,0,217803,194960
OK,127,52,633,127,2014-02-13T16:45:00,0,218252,194960
OK,127,52,633,127,2014-02-13T16:50:00,0,218701,194960
OK,127,52,633,127,2014-02-13T16:55:00,0,219150,194960
OK,127,52,633,127,2014-02-13T17:00:00,2,219599,194960
OK,127,52,633,127,2014-02-13T17:05:00,2,220048,194960
OK,127,52,633,127,2014-02-13T17:10:00,0,220497,194960
OK,152,44,633,152,2014-02-13T17:15:00,1,220946,194960
OK,152,44,633,152,2014-02-13T17:20:00,3,221395,194960
OK,170,39,633,170,2014-02-13T17:25:00,2,221844,194960
OK,112,60,633,112,2014-02-13T17:30:00,1,222293,194960
OK,112,60,633,112,2014-02-13T17:35:00,0,222742,194960
OK,112,60,633,112,2014-02-13T17:40:00,0,223191,194960
OK,112,60,633,112,2014-02-13T17:45:00,0,223640,194960
OK,112,60,633,112,2014-02-13T17:50:00,0,224089,194960
OK,110,61,633,110,2014-02-13T17:55:00,1,224538,194960
OK,117,57,633,117,2014-02-13T18:00:00,2,224987,194960
OK,125,53,633,125,2014-02-13T18:05:00,0,225436,194960
OK,106,63,633,106,2014-02-13T18:10:00,1,225885,194960
OK,108,62,633,108,2014-02-13T18:15:00,3,226334,194960
OK,112,60,633,112,2014-02-13T18:20:00,1,226783,194960
OK,133,50,633,133,2014-02-13T18:25:00,2,227232,194960
OK,146,46,633,146,2014-02-13T18:30:00,1,227681,194960
OK,142,47,633,142,2014-02-13T18:35:00,1,228130,194960
OK,142,47,633,142,2014-02-13T18:40:00,0,228579,194960
OK,142,47,633,142,2014-02-13T18:45:00,0,229028,194960
OK,142,47,633,142,2014-02-13T18:50:00,0,229477,194960
OK,142,47,633,142,2014-02-13T18:55:00,0,229926,194960
OK,142,47,633,142,2014-02-13T19:00:00,0,230375,194960
OK,142,47,633,142,2014-02-13T19:05:00,0,230824,194960
OK,134,50,633,134,2014-02-13T19:10:00,1,231273,194960
OK,134,50,633,134,2014-02-13T19:15:00,0,231722,194960
OK,134,50,633,134,2014-02-13T19:20:00,0,232171,194960
OK,129,52,633,129,2014-02-13T19:25:00,1,232620,194960
OK,129,52,633,129,2014-02-13T19:30:00,0,233069,194960
OK,248,27,633,248,2014-02-13T19:35:00,1,233518,194960
OK,140,48,633,140,2014-02-13T19:40:00,1,233967,194960
OK,140,48,633,140,2014-02-13T19:45:00,1,234416,194960
OK,140,48,633,140,2014-02-13T19:50:00,0,234865,194960
OK,140,48,633,140,2014-02-13T19:55:00,0,235314,194960
OK,140,48,633,140,2014-02-13T20:00:00,0,235763,194960
