status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,TIMESTAMP,vehicleCount,_id,REPORT_ID
OK,85,32,804,85,2014-02-13T11:30:00,3,190136,185184
OK,81,34,804,81,2014-02-13T11:35:00,6,190585,185184
OK,91,30,804,91,2014-02-13T11:40:00,5,191034,185184
OK,111,25,804,111,2014-02-13T11:45:00,9,191483,185184
OK,132,21,804,132,2014-02-13T11:50:00,3,191932,185184
OK,77,36,804,77,2014-02-13T11:55:00,2,192381,185184
OK,80,35,804,80,2014-02-13T12:00:00,4,192830,185184
OK,127,22,804,127,2014-02-13T12:05:00,6,193279,185184
OK,85,32,804,85,2014-02-13T12:10:00,9,193728,185184
OK,83,33,804,83,2014-02-13T12:15:00,9,194177,185184
OK,98,28,804,98,2014-02-13T12:20:00,5,194626,185184
OK,117,23,804,117,2014-02-13T12:25:00,1,195075,185184
OK,110,25,804,110,2014-02-13T12:30:00,2,195524,185184
OK,117,23,804,117,2014-02-13T12:35:00,2,195973,185184
OK,129,21,804,129,2014-02-13T12:40:00,5,196422,185184
OK,129,21,804,129,2014-02-13T12:45:00,5,196871,185184
OK,126,22,804,126,2014-02-13T12:50:00,4,197320,185184
OK,88,31,804,88,2014-02-13T12:55:00,4,197769,185184
OK,105,26,804,105,2014-02-13T13:00:00,9,198218,185184
OK,103,27,804,103,2014-02-13T13:05:00,8,198667,185184
OK,84,33,804,84,2014-02-13T13:10:00,5,199116,185184
OK,84,33,804,84,2014-02-13T13:15:00,5,199565,185184
OK,113,24,804,113,2014-02-13T13:20:00,5,200014,185184
OK,107,26,804,107,2014-02-13T13:25:00,6,200463,185184
OK,77,36,804,77,2014-02-13T13:30:00,3,200912,185184
OK,77,36,804,77,2014-02-13T13:35:00,5,201361,185184
OK,74,37,804,74,2014-02-13T13:40:00,6,201810,185184
OK,81,34,804,81,2014-02-13T13:45:00,5,202259,185184
OK,108,25,804,108,2014-02-13T13:50:00,4,202708,185184
OK,132,21,804,132,2014-02-13T13:55:00,3,203157,185184
OK,116,24,804,116,2014-02-13T14:00:00,1,203606,185184
OK,74,37,804,74,2014-02-13T14:05:00,1,204055,185184
OK,74,37,804,74,2014-02-13T14:10:00,5,204504,185184
OK,69,40,804,69,2014-02-13T14:15:00,7,204953,185184
OK,75,37,804,75,2014-02-13T14:20:00,7,205402,185184
OK,83,33,804,83,2014-02-13T14:25:00,7,205851,185184
OK,90,31,804,90,2014-02-13T14:30:00,5,206300,185184
OK,103,27,804,103,2014-02-13T14:35:00,6,206749,185184
OK,123,22,804,123,2014-02-13T14:40:00,2,207198,185184
OK,86,32,804,86,2014-02-13T14:45:00,5,207647,185184
OK,85,32,804,85,2014-02-13T14:50:00,5,208096,185184
OK,111,25,804,111,2014-02-13T14:55:00,3,208545,185184
OK,107,26,804,107,2014-02-13T15:00:00,4,208994,185184
OK,103,27,804,103,2014-02-13T15:05:00,5,209443,185184
OK,93,30,804,93,2014-02-13T15:10:00,3,209892,185184
OK,43,65,804,43,2014-02-13T15:15:00,3,210341,185184
OK,118,23,804,118,2014-02-13T15:20:00,2,210790,185184
